Date,Close
1/2/2020 16:00:00,3.72
1/3/2020 16:00:00,3.83
1/6/2020 16:00:00,3.68
1/7/2020 16:00:00,3.24
1/8/2020 16:00:00,3.39
1/9/2020 16:00:00,3.46
1/10/2020 16:00:00,3.51
1/13/2020 16:00:00,3.7
1/14/2020 16:00:00,3.76
1/15/2020 16:00:00,4.29
1/16/2020 16:00:00,4.37
1/17/2020 16:00:00,4.67
1/21/2020 16:00:00,5.17
1/22/2020 16:00:00,4.79
1/23/2020 16:00:00,4.92
1/24/2020 16:00:00,4.66
1/27/2020 16:00:00,4.01
1/28/2020 16:00:00,4.21
1/29/2020 16:00:00,4.27
1/30/2020 16:00:00,4.08
1/31/2020 16:00:00,3.78
2/3/2020 16:00:00,4.06
2/4/2020 16:00:00,4.51
2/5/2020 16:00:00,4.39
2/6/2020 16:00:00,4.08
2/7/2020 16:00:00,3.81
2/10/2020 16:00:00,3.87
2/11/2020 16:00:00,3.96
2/12/2020 16:00:00,4.07
2/13/2020 16:00:00,4.03
2/14/2020 16:00:00,3.77
2/18/2020 16:00:00,3.8
2/19/2020 16:00:00,4.08
2/20/2020 16:00:00,4.26
2/21/2020 16:00:00,4.08
2/24/2020 16:00:00,3.88
2/25/2020 16:00:00,4.4
2/26/2020 16:00:00,4.34
2/27/2020 16:00:00,4.14
2/28/2020 16:00:00,4.13
3/2/2020 16:00:00,4.11
3/3/2020 16:00:00,4.06
3/4/2020 16:00:00,3.87
3/5/2020 16:00:00,3.72
3/6/2020 16:00:00,3.55
3/9/2020 16:00:00,3.29
3/10/2020 16:00:00,3.5
3/11/2020 16:00:00,3.32
3/12/2020 16:00:00,3.13
3/13/2020 16:00:00,3.11
3/16/2020 16:00:00,2.94
3/17/2020 16:00:00,2.9
3/18/2020 16:00:00,2.43
3/19/2020 16:00:00,2.38
3/20/2020 16:00:00,2.4
3/23/2020 16:00:00,2.37
3/24/2020 16:00:00,2.6
3/25/2020 16:00:00,2.76
3/26/2020 16:00:00,2.93
3/27/2020 16:00:00,2.84
3/30/2020 16:00:00,2.71
3/31/2020 16:00:00,2.78
4/1/2020 16:00:00,2.65
4/2/2020 16:00:00,2.39
4/3/2020 16:00:00,2.4
4/6/2020 16:00:00,2.47
4/7/2020 16:00:00,2.7
4/8/2020 16:00:00,2.74
4/9/2020 16:00:00,2.67
4/13/2020 16:00:00,2.97
4/14/2020 16:00:00,3.01
4/15/2020 16:00:00,3.2
4/16/2020 16:00:00,3.25
4/17/2020 16:00:00,3.21
4/20/2020 16:00:00,3.19
4/21/2020 16:00:00,3.02
4/22/2020 16:00:00,3.09
4/23/2020 16:00:00,3.06
4/24/2020 16:00:00,2.94
4/27/2020 16:00:00,3.24
4/28/2020 16:00:00,3.34
4/29/2020 16:00:00,3.61
4/30/2020 16:00:00,3.41
5/1/2020 16:00:00,3.18
5/4/2020 16:00:00,3.34
5/5/2020 16:00:00,3.28
5/6/2020 16:00:00,3.62
5/7/2020 16:00:00,3.63
5/8/2020 16:00:00,3.77
5/11/2020 16:00:00,3.74
5/12/2020 16:00:00,3.62
5/13/2020 16:00:00,3.44
5/14/2020 16:00:00,3.45
5/15/2020 16:00:00,3.37
5/18/2020 16:00:00,3.61
5/19/2020 16:00:00,3.69
5/20/2020 16:00:00,3.48
5/21/2020 16:00:00,3.33
5/22/2020 16:00:00,3.27
5/26/2020 16:00:00,3.82
5/27/2020 16:00:00,4.17
5/28/2020 16:00:00,3.83
5/29/2020 16:00:00,3.98
6/1/2020 16:00:00,4.26
6/2/2020 16:00:00,4.7
6/3/2020 16:00:00,5.6
6/4/2020 16:00:00,5.97
6/5/2020 16:00:00,5.59
6/8/2020 16:00:00,5.97
6/9/2020 16:00:00,6.68
6/10/2020 16:00:00,6.3
6/11/2020 16:00:00,5.91
6/12/2020 16:00:00,6.1
6/15/2020 16:00:00,6.83
6/16/2020 16:00:00,6.99
6/17/2020 16:00:00,6.84
6/18/2020 16:00:00,7.18
6/19/2020 16:00:00,7.34
6/22/2020 16:00:00,7.43
6/23/2020 16:00:00,7.23
6/24/2020 16:00:00,6.86
6/25/2020 16:00:00,7.08
6/26/2020 16:00:00,6.9
6/29/2020 16:00:00,7.23
6/30/2020 16:00:00,7.72
7/1/2020 16:00:00,7.91
7/2/2020 16:00:00,9.38
7/6/2020 16:00:00,11.51
7/7/2020 16:00:00,13.22
7/8/2020 16:00:00,12.88
7/9/2020 16:00:00,14.57
7/10/2020 16:00:00,14.98
7/13/2020 16:00:00,13.84
7/14/2020 16:00:00,14.09
7/15/2020 16:00:00,13.52
7/16/2020 16:00:00,12.94
7/17/2020 16:00:00,11.09
7/20/2020 16:00:00,12.82
7/21/2020 16:00:00,12.88
7/22/2020 16:00:00,12.38
7/23/2020 16:00:00,12.15
7/24/2020 16:00:00,11.82
7/27/2020 16:00:00,11.69
7/28/2020 16:00:00,12.27
7/29/2020 16:00:00,12.7
7/30/2020 16:00:00,12.2
7/31/2020 16:00:00,11.94
8/3/2020 16:00:00,13.6
8/4/2020 16:00:00,13.64
8/5/2020 16:00:00,13.92
8/6/2020 16:00:00,13.84
8/7/2020 16:00:00,13.42
8/10/2020 16:00:00,14.21
8/11/2020 16:00:00,12.99
8/12/2020 16:00:00,13.36
8/13/2020 16:00:00,13.36
8/14/2020 16:00:00,13.1
8/17/2020 16:00:00,14.05
8/18/2020 16:00:00,14.3
8/19/2020 16:00:00,14.06
8/20/2020 16:00:00,13.78
8/21/2020 16:00:00,14.12
8/24/2020 16:00:00,14.97
8/25/2020 16:00:00,17.84
8/26/2020 16:00:00,20.44
8/27/2020 16:00:00,19.88
8/28/2020 16:00:00,18.5
8/31/2020 16:00:00,19.03
9/1/2020 16:00:00,20.12
9/2/2020 16:00:00,19.9
9/3/2020 16:00:00,18.7
9/4/2020 16:00:00,17.98
9/8/2020 16:00:00,17.03
9/9/2020 16:00:00,18.09
9/10/2020 16:00:00,17.74
9/11/2020 16:00:00,17.97
9/14/2020 16:00:00,18.73
9/15/2020 16:00:00,19.19
9/16/2020 16:00:00,19.01
9/17/2020 16:00:00,19.3
9/18/2020 16:00:00,19.41
9/21/2020 16:00:00,18.81
9/22/2020 16:00:00,19.23
9/23/2020 16:00:00,17.96
9/24/2020 16:00:00,17.85
9/25/2020 16:00:00,18.32
9/28/2020 16:00:00,18.81
9/29/2020 16:00:00,20.85
9/30/2020 16:00:00,21.22
10/1/2020 16:00:00,21.76
10/2/2020 16:00:00,21.18
10/5/2020 16:00:00,21.59
10/6/2020 16:00:00,20.67
10/7/2020 16:00:00,21.56
10/8/2020 16:00:00,21.44
10/9/2020 16:00:00,21.47
10/12/2020 16:00:00,21.85
10/13/2020 16:00:00,21.62
10/14/2020 16:00:00,26.5
10/15/2020 16:00:00,28.07
10/16/2020 16:00:00,28.48
10/19/2020 16:00:00,27.63
10/20/2020 16:00:00,27.96
10/21/2020 16:00:00,27.86
10/22/2020 16:00:00,27.38
10/23/2020 16:00:00,27.16
10/26/2020 16:00:00,26.01
10/27/2020 16:00:00,28.44
10/28/2020 16:00:00,27.51
10/29/2020 16:00:00,31.99
10/30/2020 16:00:00,30.58
11/2/2020 16:00:00,33.32
11/3/2020 16:00:00,35.5
11/4/2020 16:00:00,37.71
11/5/2020 16:00:00,42.35
11/6/2020 16:00:00,41.63
11/9/2020 16:00:00,44.02
11/10/2020 16:00:00,41.55
11/11/2020 16:00:00,43.08
11/12/2020 16:00:00,48.3
11/13/2020 16:00:00,44.56
11/16/2020 16:00:00,45.58
11/17/2020 16:00:00,46.59
11/18/2020 16:00:00,45.06
11/19/2020 16:00:00,48.45
11/20/2020 16:00:00,49.25
11/23/2020 16:00:00,55.38
11/24/2020 16:00:00,53.51
11/25/2020 16:00:00,53.69
11/27/2020 13:00:00,54
11/30/2020 16:00:00,50.53
12/1/2020 16:00:00,45.36
12/2/2020 16:00:00,47.98
12/3/2020 16:00:00,45.35
12/4/2020 16:00:00,43.04
12/7/2020 16:00:00,45.11
12/8/2020 16:00:00,46.56
12/9/2020 16:00:00,44.01
12/10/2020 16:00:00,45.22
12/11/2020 16:00:00,41.98
12/14/2020 16:00:00,40.98
12/15/2020 16:00:00,43.5
12/16/2020 16:00:00,44.67
12/17/2020 16:00:00,46
12/18/2020 16:00:00,46.72
12/21/2020 16:00:00,48.95
12/22/2020 16:00:00,47.58
12/23/2020 16:00:00,47.01
12/24/2020 13:00:00,45.77
12/28/2020 16:00:00,44.06
12/29/2020 16:00:00,46.14
12/30/2020 16:00:00,48.38
