Date,Close
6/18/2020 16:00:00,127.79
6/19/2020 16:00:00,128.5
6/22/2020 16:00:00,129.78
6/23/2020 16:00:00,127.88
6/24/2020 16:00:00,123.35
6/25/2020 16:00:00,123.6
6/26/2020 16:00:00,122.55
6/29/2020 16:00:00,115.05
6/30/2020 16:00:00,116.53
7/1/2020 16:00:00,128.39
7/2/2020 16:00:00,128.65
7/6/2020 16:00:00,132.03
7/7/2020 16:00:00,130.42
7/8/2020 16:00:00,133.76
7/9/2020 16:00:00,149.69
7/10/2020 16:00:00,153.05
7/13/2020 16:00:00,149.06
7/14/2020 16:00:00,150.36
7/15/2020 16:00:00,154.21
7/16/2020 16:00:00,153.31
7/17/2020 16:00:00,148.36
7/20/2020 16:00:00,150.46
7/21/2020 16:00:00,153.36
7/22/2020 16:00:00,152.17
7/23/2020 16:00:00,150.16
7/24/2020 16:00:00,151.17
7/27/2020 16:00:00,155.97
7/28/2020 16:00:00,148.75
7/29/2020 16:00:00,151.57
7/30/2020 16:00:00,150.35
7/31/2020 16:00:00,154.89
8/3/2020 16:00:00,161.82
8/4/2020 16:00:00,166.44
8/5/2020 16:00:00,165.42
8/6/2020 16:00:00,153.87
8/7/2020 16:00:00,156.39
8/10/2020 16:00:00,150.41
8/11/2020 16:00:00,146.41
8/12/2020 16:00:00,146.98
8/13/2020 16:00:00,149.97
8/14/2020 16:00:00,146.85
8/17/2020 16:00:00,145.71
8/18/2020 16:00:00,149.85
8/19/2020 16:00:00,147.37
8/20/2020 16:00:00,148.89
8/21/2020 16:00:00,147.13
8/24/2020 16:00:00,148.58
8/25/2020 16:00:00,147.77
8/26/2020 16:00:00,164.28
8/27/2020 16:00:00,160.97
8/28/2020 16:00:00,172.85
8/31/2020 16:00:00,173.48
9/1/2020 16:00:00,179.27
9/2/2020 16:00:00,178.32
9/3/2020 16:00:00,166.9
9/4/2020 16:00:00,159.91
9/8/2020 16:00:00,162.63
9/9/2020 16:00:00,161.18
9/10/2020 16:00:00,159.44
9/11/2020 16:00:00,155.46
9/14/2020 16:00:00,157.73
9/15/2020 16:00:00,168.52
9/16/2020 16:00:00,169.99
9/17/2020 16:00:00,164.67
9/18/2020 16:00:00,160.47
9/21/2020 16:00:00,188.82
9/22/2020 16:00:00,193.79
9/23/2020 16:00:00,187.25
9/24/2020 16:00:00,178.27
9/25/2020 16:00:00,182.43
9/28/2020 16:00:00,186.29
9/29/2020 16:00:00,187.87
9/30/2020 16:00:00,188.8
10/1/2020 16:00:00,200.34
10/2/2020 16:00:00,200
10/5/2020 16:00:00,204.16
10/6/2020 16:00:00,204.83
10/7/2020 16:00:00,212.55
10/8/2020 16:00:00,223.84
10/9/2020 16:00:00,223.95
10/12/2020 16:00:00,221.68
10/13/2020 16:00:00,238.58
10/14/2020 16:00:00,233.05
10/15/2020 16:00:00,226.47
10/16/2020 16:00:00,222.32
10/19/2020 16:00:00,222.14
10/20/2020 16:00:00,218.4
10/21/2020 16:00:00,222.78
10/22/2020 16:00:00,222.36
10/23/2020 16:00:00,223.96
10/26/2020 16:00:00,218.42
10/27/2020 16:00:00,225.07
10/28/2020 16:00:00,217.4
10/29/2020 16:00:00,217.93
10/30/2020 16:00:00,202.4
11/2/2020 16:00:00,206.88
11/3/2020 16:00:00,203.49
11/4/2020 16:00:00,215.68
11/5/2020 16:00:00,225.06
11/6/2020 16:00:00,253.36
11/9/2020 16:00:00,221.91
11/10/2020 16:00:00,216.98
11/11/2020 16:00:00,231.43
11/12/2020 16:00:00,230.9
11/13/2020 16:00:00,228.1
11/16/2020 16:00:00,232.7
11/17/2020 16:00:00,237.13
11/18/2020 16:00:00,231.99
11/19/2020 16:00:00,255.67
11/20/2020 16:00:00,263.14
11/23/2020 16:00:00,276.58
11/24/2020 16:00:00,273.01
11/25/2020 16:00:00,278.06
11/27/2020 13:00:00,275.34
11/30/2020 16:00:00,293.57
12/1/2020 16:00:00,285.71
12/2/2020 16:00:00,281.33
12/3/2020 16:00:00,289.1
12/4/2020 16:00:00,296.38
12/7/2020 16:00:00,299.98
12/8/2020 16:00:00,306.13
12/9/2020 16:00:00,306.23
12/10/2020 16:00:00,321.99
12/11/2020 16:00:00,330.87
12/14/2020 16:00:00,324.32
12/15/2020 16:00:00,320.14
12/16/2020 16:00:00,325.82
12/17/2020 16:00:00,329.48
12/18/2020 16:00:00,340.71
12/21/2020 16:00:00,354
12/22/2020 16:00:00,354.71
12/23/2020 16:00:00,360.56
12/24/2020 13:00:00,356.99
12/28/2020 16:00:00,340.41
12/29/2020 16:00:00,339.57
12/30/2020 16:00:00,338.74
